Lookup Artists::Season,Lookup Artists::Staff Team Full Name,Lookup Photographers::Season,Lookup Photographers::Staff Team Full Name,Citations::Citation Volume,Citations::Citation Pages,Citations::Comment,Citations::Full Conversion Text,Citations::Partial Conversion Text Author,Lookup Videographers::Season,Lookup Videographers::Staff Team Full Name,Category ID,Category Text,Contiguous Relationship,Contingious 1,Contingious 2,Count,Count of Features,COUNT OF Sheet Type = Feature & Season = 2014,cSheetGif,Description,Dictated By ID,Dictated Text,Drawing Artist Text,Drawing Reference Text,Drawings Artist ID,Drawings Reference Number,Entered By ID,Entered Date,Entered Text,Entrance,Feature ID,Feature ID Tot.,Feature Sheet Count,Feature Text,FilePath,gArtist,Gate,gPhotographer,gPRStaff,gVideographer,Insula,Last Modified By ID,Last Modified Date,Last Usage ID,Last Usage ID Count,Last Usage Text,Minority Report,Modified Text,Negative Feature,Photo BW Roll Frame,Photo Color Roll Frame,Photo Comments,Photo Digital Image Number,Photographer ID,Photographer Roll Frame,Photographer Text,Recorded By ID,Recorded Date,Recorded Text,Region,Room Number,Room Type ID,Room Type Text,Season,Season Count,Sheet ID,Sheet Type,Structure ID,Structure Text,Totals of Room Type,Video Analog Tape Number,Video Analog Time,Video Comments,Video Digital File Number,Videographer ID,Lookup Principle Researchers::Principle Reasearcher Full Name,Lookup Principle Researchers::Season,Lookup Recorded By::Staff Team Full Name,Lookup Recorded By::Season
2011,Priscilla Byrne,2011,Ricardo Santiago,,,,,,,,4,,Contiguous to hallway 6 to northwest.,,,4152,4152,,2909.gif,"One enters the triclinium (7) from a doorway in the north corner.  The room is rectangular in shape, with southwest/northeast axis.  Though not extant today, early excavations show a small pillar, rectangular, abutting the southeast wall, on line with northeast end of the west wall.  Neither  the floor nor the height of the walls are determinable.  Walls shown no evidence of plaster today.",34,,,,410,2909,426,06/22/2011,,14,211,2639,2639,,,Yes,,Yes,0,Yes,7,,06/29/2011,40,4102,,,,,120,120,,20,396,,,426,06/22/2011,,8,7,34,,2011,4148,2909,Space,,,58,,,,27,,Bob Curtis,2011,Karen Ferguson,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,Latrine (2907) to the  southwest.,,,4152,4152,,2906.gif,Cooking platform in the east corner of the room.  The only extant part is the poorly preserved northwest wall support of the original surface.,35,,,,390,"2905,6,7",426,06/22/2011,,12,88,2640,2640,,,Yes,,Yes,0,Yes,7,,06/29/2011,43,4102,,,,,11011115,11011115,,15,396,,,426,06/22/2011,,8,5,40,,2011,4148,2906,Feature,,,58,,,,19,,Ben Lowe,2011,Karen Ferguson,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,Dolium 16-2894 to south east,,,4152,4152,,2890.gif,"Triclinium - rectangular table which had receding semicircle cut into its east end. Couches faced with opus signinum and show evidence of having been painted red. The top of the table was inlaid with marble, the center circular, the others square. There is no evidence of a small table attached to the north wall (as described in Jashemski). The triclinium is currently under a blue tarpaulin.Medius 4.60m; imus 4.65m; summus 3.75mRectangular table 2.00 x 1.45m",33,,,,390,2889.90.94,418,05/20/2011,,6,75,2641,2641,,,Yes,,Yes,0,Yes,7,,08/17/2012,43,4102,,,,,105,105,,5,396,,,418,06/21/2011,,8,16,34,,2011,4148,2890,Feature,,,58,,,,064,,Betty Jo Mayeske,2011,Sherry Williams,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,Hallway 6 to north,,,4152,4152,,2891.gif,One enters the kitchen (7) through a low door by way of hallway (6) from northwest. The room is rectangular in shape on a northwest-southeast axis. Wall in south corner juts into room by about 18 inches. There may have been a window in the south corner opening into room 10. The southwest wall of kitchen is an addition which may have cut room 10. Evidence for this is painted plaster on southeast wall where southwest wall abuts. No other paint is on the walls. The height of the room is indeterminate as is the door. Eschebach indicates on his map that a platform (cooking) was located on the northwest wall. No evidence of this platform exists today.,34,,,,390,2891,413,06/21/2011,,6,211,2642,2642,,,Yes,,Yes,0,Yes,7,,06/29/2011,43,4102,,,,,103,103,,3,396,,,413,06/21/2011,,8,7,40,,2011,4148,2891,Space,,,58,,,,061,,Bob Curtis,2011,Sandra Hurt,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,"Room 8 is west of room 4, south of room 10, south east of 12, east of room 9 and west of room 7",,,4152,4152,,6026.gif,"Dining room with entrance from the west wall in southwest corner, window opening on to corridor and peristyle on the east wall in the southeast corner. The dining room is visible from the main entrance at 10 through the atrium. There is a closed doorway with marble threshold on the south wall in the southeast corner. North wall has remains of white plaster with red bands in the northeast corner. This plaster continues on the east wall to the window. On the south wall white plaster remains at the bottom of the wall. Some conservation has been carried out to the wall at the southeast end. The floor is badly degraded but would have been crushed stone embedded in plaster or cement. The doorway to the dining room on the west wall is the highest preserved wall but the lintel has been restored.",37,,,,427,"6026,26A,26B,26C",415,06/21/2011,,10,211,2643,2643,,,Yes,,Yes,0,Yes,1,,02/22/2015,4,4102,,,,,135,135,,2,400,,,415,06/21/2011,,6,8,52,,2011,4148,6026,Space,491,,58,,,,,,Sera Baker,2011,Alan Whitmore,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Room 10 to the west. Corridor 12 to the north. Space 19 to the east. Corridor 21 and room 27 to the south.,,,4152,4152,,6027.gif,See feature number 11,36,,,,427,6027,395,06/21/2011,,10,211,2644,2644,,,Yes,,Yes,0,Yes,1,,08/17/2012,4,4102,,,,,13334,13334,,34,400,,,395,06/21/2011,,6,11,34,,2011,4148,6027,Space,491,,58,,,,04,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,"Back entrance 17 to the west, space 19 and corridor 20 to the south",,,4152,4152,,6028.gif,"Kitchen 18 is entered from corridor 12 to the west and corridor 20 to the southwest. It is a small square room which is provided with a large preparation platform against the north wall. Adjoining the preparation platform is a latrine to the west. The preserved walls on the eastern, western and northern sides are approximately 2 m high; roof is missing. The floor is now covered with lapilli, with no trace of original paving. Traces of plaster are visible on the lower zone of the western wall. A small rectangular window opens on the top of the northern wall above the preparation platform.",36,,,,427,"6028,29",395,06/21/2011,,10,211,2645,2645,,,Yes,,Yes,0,Yes,1,,06/29/2011,4,4102,,,,,132,132,,5,400,,,395,06/21/2011,,6,18,40,,2011,4148,6028,Space,491,,58,,,,,,Margaretta Carucci,2011,Georgine Brabac,2011
2011,Leslie Xavier,2011,Rob Brown,,,,,,,,1,,Room 10 (and the latrine) is east of room 9 and north of room 11 and its adjacent corridor (unnumbered),,,4152,4152,,6036.gif,The latrine is located in the southeast corner. The latrine is in a very badly degraded state. Two niches survive for the plank. 1 in the south wall and 1 in the east wall. The floor is cocciopesto. The floor is collapsing in the southeast corner.,37,,,,427,"6035,36",415,06/21/2011,,12,39,2646,2646,,,Yes,,Yes,0,Yes,2,,08/17/2012,3,4102,,,,,124,124,,13,400,,,415,06/21/2011,,6,10,40,,2011,4148,6036,Feature,519,,58,,,,13,,Sera Baker,2011,Alan Whitmore,2011
,,,,,,,,,,,4,,,,,4152,4152,,2898.gif,"Jashemski- Page 221There was a triclinium (medius 4.60 m, imus and summus 3.20 m) attached to the south wall.  On sides of triclinium, which were finished with painted plaster, two amorini were painted on a red background.  The one on right trying to ward off a pheasant that attempts to peck at a bunch of grapes held by the amorino, the other amorino drinking from a bowl while pushing back an animal, perhaps a leopard.  Triclinium table, rectangular in shape with an incurving semicircle in front (1.40 x 0.90 m), had a top decorated with circles, squares and triangles of colored marble.  ",33,,,,,,418,06/22/2011,,11,75,2647,2647,,,Yes,,Yes,0,Yes,7,,08/17/2012,43,4102,,,,1,,,,,,,,418,06/21/2011,,8,11,16,,2011,4148,2898,Feature,,,58,,,,,,Betty Jo Mayeske,2011,Sherry Williams,2011
,,,,,,,,,,,4,,,,,4152,4152,,2899.gif,Eschebach 389-390,35,,,,,,426,06/22/2011,,11,189,2648,2648,,,Yes,,Yes,0,Yes,7,,07/05/2011,43,4102,,,,1,,,,,,,,426,06/22/2011,,8,9,16,,2011,4148,2899,Feature,,,58,,,,,,Ben Lowe,2011,Karen Ferguson,2011
,,,,,,,,,,,4,,,,,4152,4152,,2900.gif,Eschebach 389-390,35,,,,,,426,06/22/2011,,11,88,2649,2649,,,Yes,,Yes,0,Yes,7,,06/29/2011,43,4102,,,,1,,,,,,,,426,06/22/2011,,8,9,40,,2011,4148,2900,Feature,,,58,,,,,,Ben Lowe,2011,Karen Ferguson,2011
2011,Mary Meier,,,,,,,,,,4,,Garden 6 to SW hallway 2 to SE.,,,4152,4152,,2904.gif,"One enters the dining room hallway 2 through a small door in the SE corner.  The room is rectangular in shape on a SW-NE axis.  In the center of the SW wall is a doorway leading into garden 6.  The floor and the height of the walls are indeterminate.  The walls were plastered but only little remains today.  No decoration is extant.Post-earthquake rectangular pillar effectively creates a rectangular recess between the low wall on the NW wall and the SW wall.",34,,,,390,2904,414,06/22/2011,,12,211,2650,2650,,,Yes,,Yes,0,Yes,7,,06/29/2011,43,4102,,,,,117,117,,117,,,,414,06/22/2011,,8,7,34,,2011,4148,2904,Space,,,58,,,,22,,Bob Curtis,2011,Nicola McLeod,2011
2011,Mary Meier,2011,Ricardo Santiago,,,,,,,,4,,Corridor 2 to the NW.,,,4152,4152,,2905.gif,"Square room, doorway at the N end of NW wall.  The floor is raised above level of the floor of the adjoining corridor.  Original floor surface survives on the W half of the room and consists of terra cotta files sloping S to latrine (2907) in the SE corner of the room. In E corner of the room there is a cooking platform (2906) of which only one masonry supporting wall survives.  Walls of the room are poorly preserved, with no surviving finish.  The thresh hold in front of the room is poorly preserved, so it is not possible to determine if the raised level of the floor is by steps. ",35,,,,390,"2905,06,07",426,06/22/2011,,12,211,2651,2651,,,Yes,,Yes,0,Yes,7,,06/29/2011,43,4102,,,,,116,116,,116,396,,,426,06/22/2011,,8,5,40,,2011,4148,2905,Space,,,58,,,,21,,Ben Lowe,2011,Karen Ferguson,2011
2011,Mary Meier,2011,Lee Payne,,,,,,,,4,,cooking platform 2920 to the north.,,,4152,4152,,2921.gif,"Rectangular masonry preparation [platform, no storage; poorly preserved plaster surface.  Against SW wall there is a thick buttressed lip with plastered top.",35,,,,390,2916-2921,426,06/27/2011,,6,15,2652,2652,,,Yes,,Yes,0,Yes,4,,06/29/2011,16,4102,,,,,133,133,,133,391,,,426,06/23/2011,,2,47,40,,2011,4148,2921,Feature,318,,58,,,,39,,Ben Lowe,2011,Karen Ferguson,2011
2011,Mary Meier,2011,Lee Payne,,,,,,,,4,,Room 2 to the northeast,,,4152,4152,,2922.gif,"The vaulted triclinium is situated along the middle of the southwest side of the peristyle.  One enters the triclinium from the northeast through the wide doorway that extends almost the width of the opening.  A wide but shallow rectangular space precedes the triclinium whose dining couches take up the rest of the space within the room.  In the middle of the southwest wall above the ten steps that rise up and back into the wall, the steps appear to descend through a large rectangular opening constructed as if to reflect a cave.   At the top of the stairs is an opening that penetrates through the wall.  The lower portion of the walls of the room, the floor and most of the triclinium couch is covered with marble.  On the southwest wall on either side of the stairs is a semicircular niche.  On the southeast and northwest walls is a rectangular niche.  High on the southwest wall above the stairs is a large rectangular window on a vertical axis.  The southwest wall still retains the marble facing from the level of the triclinium couch up to the level of the first step of the staircase.  The southeast and northwest walls also had a similar marble facade only a little of which still remains.  From the top level of the marble facade and upward, the walls were painted with various scenes.  Still extant is the western corner of the northwest wall and the north corner of the northwest wall.  A small portion also remains on the southeast wall.  The interior of the northeast wall on either side of the entrance appears to have lacked the marble facade.  As reconstructed, the ceiling has a barrel vault. ",34,,,,390,2922-2924,413,06/27/2011,,6,211,2653,2653,,,Yes,,Yes,0,Yes,4,,08/17/2012,16,4102,,,,,123,123,,123,391,,,413,06/23/2011,,2,8,34,,2011,4148,2922,Space,318,,58,,,,61,,Bob Curtis,2011,Sandra Hurt,2011
2011,Mary Meier,2011,Lee Payne,,,,,,,,4,,,,,4152,4152,,2923.gif,"The triclinium composed of three couches takes up most of the room in which it lies.  It is on axis with the room and faces out almost full width through a room (2) and a garden (3), with the fish pool.  The only portion of the triclinium not covered in marble are the top surface of the couches.  The marble front facade of the northeast ends of the left and right couch rises slightly higher than the level of the couches creating a small lip.  To the front and at a lower level of the three couches is a platform for food dishes.  The rectangular space between the couches functions as part of the water display.  The rectangular space extends to a depth below the level of the floor of the room and slopes southwest to the northeast.  At the base of the southwest end of the central area is a semicircular hole for water flowing from the stairs above to enter.  Water flows down the sloped floor of the central area where it exits through a semicircular hole at the northeast end flowing and then under the floor and out to the garden. As excavated, there appears to have been a narrow space between the triclinium couches and the wall on the northwest, southwest, and southeast sides.",34,,,,390,2922-2924,413,06/27/2011,,6,75,2654,2654,,,Yes,,Yes,0,Yes,4,,06/27/2011,16,4102,,,,,124,124,,124,391,,,413,06/23/2011,,2,8,34,,2011,4148,2923,Feature,318,,58,,,,64,,Bob Curtis,2011,Sandra Hurt,2011
2011,Mary Meier,2011,Lee Payne,,,,,,,,4,,,,,4152,4152,,2924.gif,"On the northwest wall above the level of the rectangular niche are the remains of painted decoration.  In the west corner, one is able to detect a bunch of grapes; to the north is a seascape showing what appears to be a large crocodile above which is a boat with three individuals.  Farther to the north a large individual is shown from the waist up, and behind him there appears to be another boat.",34,,,,390,2922-2924,413,06/27/2011,,6,87,2655,2655,,,Yes,,Yes,0,Yes,4,,06/27/2011,16,4102,,,,,125,125,,125,391,,,413,06/23/2011,,2,8,34,,2011,4148,2924,Feature,318,,58,,,,63,,Bob Curtis,2011,Sandra Hurt,2011
2011,Mary Meier,2011,Lee Payne,,,,,,,,4,,"rooms 23 and 24 to the east, and room 22 to the northwest",,,4152,4152,,2925.gif,"We enter the old atrium from a northwest entrance.  There is a marble impluvium and a beautiful reconstructed compluvium.  On the north wall is a 4th style wall painting (2926) and an apparent cornice.  The floor is white and black mosaic tesserae.  At the northwest entrance of the atrium are three marble steps.  There are entrances to a dining room and a dining tablinum on the northeast wall and a third door leading to a corridor.  On the southeast wall are two doors.  On the southwest wall are three doors.  The southwest and the northwest doors lead up to small rooms, and the west door leads to a blocked fauces.  Along the north wall is the main entrance to the atrium and two doors lead to a storeroom (22).",33,,,,390,"2925, 2926",397,06/27/2011,,6,,2656,2656,,,Yes,,Yes,0,Yes,4,,08/17/2012,16,4102,,,,,209,209,,209,391,,,397,06/23/2011,,2,18,48,,2011,4148,2925,Space,318,,58,,,,51,,Betty Jo Mayeske,2011,Mark Zimmerman,2011
2011,Mary Meier,2011,Lee Payne,,,,,,,,4,,,,,4152,4152,,2926.gif,"The northwest wall has fourth style painting with a black dado, green leaves, and red central space.  Above the cornice are two pomegranates and the bottom third of a basket.  A fish is hanging from the basket.  A golden apple is below the basket.",33,,,,390,"2925,2926",397,06/27/2011,,6,87,2657,2657,,,Yes,,Yes,0,Yes,4,,06/29/2011,16,4102,,,,,210,210,,210,391,,,397,06/23/2011,,2,18,48,,2011,4148,2926,Feature,318,,58,,,,52,,Betty Jo Mayeske,2011,Mark Zimmerman,2011
2011,Mary Meier,2011,Lee Payne,,,,,,,,4,,Room (17) to the north and room (28) to the east.,,,4152,4152,,2927.gif,"The room is on a northwest/southeast axis.  We enter from entrance (10) from the southwest.  The entrance floor is soil.  To the south, there is a toilet enclosure with four slotted windows.  There is an additional window on the south side of the toilet.  The toilet is separated from the kitchen by a plastered wall.  Moving to the second large part of the area, there is a large cooking platform.  The cooking platform area has a roof The third part of the complex was probably used for storage.  There is a window over the cooking platform.  In the third area, there are two large high windows. There is a highwall separating the work area from a hallway to the old atrium.  There is a large window in the wall to the adjoining room.",33,,,,390,"2927-2929, 2941-2943",418,06/27/2011,,6,211,2658,2658,,,Yes,,Yes,0,Yes,4,,06/29/2011,16,4102,,,,,204,204,,204,391,,,418,06/23/2011,,2,29,40,,2011,4148,2927,Space,318,,58,,,,50,,Betty Jo Mayeske,2011,Sherry Williams,2011
